cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	nt_lekon	nt_simalur	Concepticon_Gloss	Concepticon_ID	concept_url
the Mentawai (Pagai & Sipora) list (no date)	1253-1255	malailai	NA	breken <unsp.>			764	788	876	FALSE												NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1259	petsoet	NA	knijpen, persen	to pinch, to squeeze	menjepit, menekan	-	789	878	TRUE	squeeze											SQUEEZE	1414	https://concepticon.clld.org/parameters/1414
the Mentawai (Pagai & Sipora) list (no date)	1260/1261	toetadaake	NA	beginnen <unsp.>	to start	mulai	765	790	879	FALSE												START	3449	https://concepticon.clld.org/parameters/3449
the Mentawai (Pagai & Sipora) list (no date)	1262/1263	moeari	NA	eindigen <unsp.>	to end	berakhir	766	791	880	FALSE												CEASE OR FINISH	2115	https://concepticon.clld.org/parameters/2115
the Mentawai (Pagai & Sipora) list (no date)	1264	âpra	NA	binden (op allerlei wijzen)	to bind, to tie	mengikat	767	792	881	TRUE	tie											TIE	1917	https://concepticon.clld.org/parameters/1917
the Mentawai (Pagai & Sipora) list (no date)	1265/1266	moelipoet	NA	verbergen, zich verbergen <unsp.>	to hide	menyembunyikan	768	793	-	FALSE												HIDE (CONCEAL)	602	https://concepticon.clld.org/parameters/602
the Mentawai (Pagai & Sipora) list (no date)	1267	nou nou	NA	vragen	to ask	bertanya	148	153	884	FALSE												ASK (INQUIRE)	1309	https://concepticon.clld.org/parameters/1309
the Mentawai (Pagai & Sipora) list (no date)	1268	alegi	NA	antwoorden	to answer	menjawab	149	154	885	FALSE												ANSWER	1275	https://concepticon.clld.org/parameters/1275
the Mentawai (Pagai & Sipora) list (no date)	1269	manido	NA	vragen om iets	to ask for	meminta	769	794	886	FALSE												ASK (REQUEST)	1828	https://concepticon.clld.org/parameters/1828
the Mentawai (Pagai & Sipora) list (no date)	1270		55	weigeren	to refuse	menolak	770	795	887	FALSE				also 'to prohibit'								REFUSE	49	https://concepticon.clld.org/parameters/49
the Mentawai (Pagai & Sipora) list (no date)	1271	patadjoe	NA	bedriegen	to cheat, to deceive	menipu	771	796	888	FALSE												DECEIVE	3230	https://concepticon.clld.org/parameters/3230
the Mentawai (Pagai & Sipora) list (no date)	1272	boko	NA	liegen	to tell lies	berdusta	-	797	889	FALSE												LIE (MISLEAD)	601	https://concepticon.clld.org/parameters/601
the Mentawai (Pagai & Sipora) list (no date)	1272	bokoi	NA	liegen	to tell lies	berdusta	-	797	889	FALSE												LIE (MISLEAD)	601	https://concepticon.clld.org/parameters/601
the Mentawai (Pagai & Sipora) list (no date)	1276	malabo	NA	verbranden (overg.)	to burn (tr.)	membakar (tr.)	759	783	893	TRUE	burn											BURN (SOMETHING)	141	https://concepticon.clld.org/parameters/141
the Mentawai (Pagai & Sipora) list (no date)	1277	labo	NA	branden (onoverg.)	to burn (intr.)	sedang terbakar (intr.)	759	783	894	TRUE	burn											BURNING	1428	https://concepticon.clld.org/parameters/1428
the Mentawai (Pagai & Sipora) list (no date)	1278	gai gai	NA	graven	to dig	menggali	773	799	895	TRUE	dig											DIG	1418	https://concepticon.clld.org/parameters/1418
the Mentawai (Pagai & Sipora) list (no date)	1284	sege	56	aankomen	to arrive	tiba	674	688	901	FALSE			segeake	to bring something ; also 'to inform'								ARRIVE	1387	https://concepticon.clld.org/parameters/1387
the Mentawai (Pagai & Sipora) list (no date)	1284	sege	56	aankomen	to arrive	tiba	674	688	901	FALSE			toedjôlou	to go ashore								ARRIVE	1387	https://concepticon.clld.org/parameters/1387
the Mentawai (Pagai & Sipora) list (no date)	1286	moetuitui	NA	vertrekken	to depart	berangkat	675	690	903	FALSE												LEAVE	1752	https://concepticon.clld.org/parameters/1752
the Mentawai (Pagai & Sipora) list (no date)	1291	boˈboˈ	NA	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit											STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
the Mentawai (Pagai & Sipora) list (no date)	1291	liso	NA	slaan (op allerlei wijzen, bv. met de vlakke hand, met een stok, met een buigzaam, voorwerp enz.)	to hit (to beat, to slap, etc.)	memukul (menampar meninju dll.)	792	694/786	907	TRUE	hit											STRIKE OR BEAT	2133	https://concepticon.clld.org/parameters/2133
the Mentawai (Pagai & Sipora) list (no date)	1292	loemoen	NA	wreken	to take revenge	membalas dendam	681	696	908	FALSE												REVENGE	495	https://concepticon.clld.org/parameters/495
the Mentawai (Pagai & Sipora) list (no date)	1293	sara	NA	een	one	satu	870	885	909	TRUE												ONE	1493	https://concepticon.clld.org/parameters/1493
the Mentawai (Pagai & Sipora) list (no date)	1294	doea	NA	twee	two	dua	871	886	910	TRUE												TWO	1498	https://concepticon.clld.org/parameters/1498
the Mentawai (Pagai & Sipora) list (no date)	1295	teloe	NA	drie	three	tiga	872	887	911	TRUE												THREE	492	https://concepticon.clld.org/parameters/492
the Mentawai (Pagai & Sipora) list (no date)	1296	epat	NA	vier	four	empat	873	888	912	TRUE		enpat (typo)										FOUR	1500	https://concepticon.clld.org/parameters/1500
the Mentawai (Pagai & Sipora) list (no date)	1297	lima	NA	vijf	five	lima	874	889	913	TRUE												FIVE	493	https://concepticon.clld.org/parameters/493
the Mentawai (Pagai & Sipora) list (no date)	1298	enem	NA	zes	six	enam	875	890	914	TRUE												SIX	1703	https://concepticon.clld.org/parameters/1703
the Mentawai (Pagai & Sipora) list (no date)	1299	pitoe	NA	zeven	seven	tujuh	876	891	915	TRUE												SEVEN	1704	https://concepticon.clld.org/parameters/1704
the Mentawai (Pagai & Sipora) list (no date)	1300	baloe	NA	acht	eight	delapan	877	892	916	TRUE												EIGHT	1705	https://concepticon.clld.org/parameters/1705
the Mentawai (Pagai & Sipora) list (no date)	1301	siba	NA	negen	nine	sembilan	878	893	917	TRUE												NINE	1483	https://concepticon.clld.org/parameters/1483
the Mentawai (Pagai & Sipora) list (no date)	1302	poeloe	NA	tien	ten	sepuluh	879	894	918	TRUE												TEN	1515	https://concepticon.clld.org/parameters/1515
the Mentawai (Pagai & Sipora) list (no date)	1303	poeloe sara	NA	elf	eleven	sebelas	880	895	919	TRUE												ELEVEN	1706	https://concepticon.clld.org/parameters/1706
the Mentawai (Pagai & Sipora) list (no date)	1304	poeloe roea	NA	twaalf	twelve	dua belas	881	896	920	TRUE												TWELVE	1707	https://concepticon.clld.org/parameters/1707
the Mentawai (Pagai & Sipora) list (no date)	1305	poeloe teloe	NA	dertien	thirteen	tiga belas	882	897	921	FALSE												THIRTEEN	1708	https://concepticon.clld.org/parameters/1708
the Mentawai (Pagai & Sipora) list (no date)	1310	poeloe baloe	NA	achttien	eighteen	delapan belas	887	898	-	FALSE												EIGHTEEN	1713	https://concepticon.clld.org/parameters/1713
the Mentawai (Pagai & Sipora) list (no date)	1311	poeloe siba	NA	negentien	nineteen	sembilan belas	888	899	922	FALSE												NINETEEN	1714	https://concepticon.clld.org/parameters/1714
the Mentawai (Pagai & Sipora) list (no date)	1312	doeanga poeloe	NA	twintig	twenty	dua puluh	889	900	923	TRUE												TWENTY	1710	https://concepticon.clld.org/parameters/1710
the Mentawai (Pagai & Sipora) list (no date)	1313	doeanga poeloe sara	NA	eenentwintig	twenty one	dua puluh satu	890	901	-	FALSE												TWENTY ONE	1734	https://concepticon.clld.org/parameters/1734
the Mentawai (Pagai & Sipora) list (no date)	1315	doeanga poeloe lima	NA	vijfentwintig	twenty five	dua puluh lima	891	902	-	FALSE												TWENTY FIVE	1738	https://concepticon.clld.org/parameters/1738
the Mentawai (Pagai & Sipora) list (no date)	1316	teloenga poeloe	NA	dertig	thirty	tiga puluh	892	903	925	FALSE												THIRTY	1715	https://concepticon.clld.org/parameters/1715
the Mentawai (Pagai & Sipora) list (no date)	1317	epatnga poeloe	NA	veertig	fourty	empat puluh	893	904	926	FALSE												FORTY	1716	https://concepticon.clld.org/parameters/1716
the Mentawai (Pagai & Sipora) list (no date)	1318	limanga poeloe	NA	vijftig	fifty	lima puluh	894	905	927	FALSE												FIFTY	1717	https://concepticon.clld.org/parameters/1717
the Mentawai (Pagai & Sipora) list (no date)	1323	sangotoe	NA	honderd	hundred	seratus	896	907	932	TRUE												HUNDRED	1634	https://concepticon.clld.org/parameters/1634
the Mentawai (Pagai & Sipora) list (no date)	1324	poeloe ngotoe	NA	duizend	thousand	seribu	897	908	933	TRUE												THOUSAND	1843	https://concepticon.clld.org/parameters/1843
the Mentawai (Pagai & Sipora) list (no date)	1326	sitenga	NA	een half	a half	setengah	899	910	935	FALSE												HALF	816	https://concepticon.clld.org/parameters/816
the Mentawai (Pagai & Sipora) list (no date)	1328	sanga mitsa	NA	eenmaal	once	sekali	901	912	937	FALSE												ONE TIME	374	https://concepticon.clld.org/parameters/374
the Mentawai (Pagai & Sipora) list (no date)	1329	doeanga mitsa	NA	tweemaal	twice	dua kali	902	913	938	FALSE												TWICE	1546	https://concepticon.clld.org/parameters/1546
the Mentawai (Pagai & Sipora) list (no date)	1330/1331	sibioki	NA	de eerste <unsp.>	the first	pertama	903	914	939	FALSE												FIRST	728	https://concepticon.clld.org/parameters/728
the Mentawai (Pagai & Sipora) list (no date)	1332/1333	karoeânia	NA	de tweede <unsp.>	the second	kedua	904	915	940	FALSE												SECOND	1384	https://concepticon.clld.org/parameters/1384
the Mentawai (Pagai & Sipora) list (no date)	1336/1337	kasapoerat	57	de laatste <unsp.>	the last	yang terakhir	905	916	942	FALSE				<he> who is the hindmost			(oen , oek)					LAST (FINAL)	1529	https://concepticon.clld.org/parameters/1529
the Mentawai (Pagai & Sipora) list (no date)	1336/1337	sikasen	57	de laatste <unsp.>	the last	yang terakhir	905	916	942	FALSE				<he> who is the hindmost			(oen , oek)					LAST (FINAL)	1529	https://concepticon.clld.org/parameters/1529
the Mentawai (Pagai & Sipora) list (no date)	1338	piga	NA	hoeveel	how much, how many	berapa	825	842	943	FALSE												HOW MANY	822	https://concepticon.clld.org/parameters/822
the Mentawai (Pagai & Sipora) list (no date)	1339	maigi	NA	veel	many, much	banyak	826	843	944	TRUE	many											MANY	1198	https://concepticon.clld.org/parameters/1198
the Mentawai (Pagai & Sipora) list (no date)	1340	goiso	NA	weinig	few, a little	sedikit	827	844	945	TRUE	few											A LITTLE	2924	https://concepticon.clld.org/parameters/2924
the Mentawai (Pagai & Sipora) list (no date)	1341	kapata	NA	op	finished	habis	823	840	946	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	1347/1348	pele'igi	NA	meer, meest <unsp.>			828	845	-	FALSE												NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1347/1348	makaigi	NA	meer, meest <unsp.>			828	845	-	FALSE												NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1349	makagoiso	NA	minder	less	kurang	829	846	953	FALSE												FEW	1242	https://concepticon.clld.org/parameters/1242
the Mentawai (Pagai & Sipora) list (no date)	1356	pigapa	NA	enkele	a few, some	beberapa	832	849	-	TRUE	some											FEW	1242	https://concepticon.clld.org/parameters/1242
the Mentawai (Pagai & Sipora) list (no date)	1357	akoe	NA	ik	I	saya	837	853	960	TRUE												I	1209	https://concepticon.clld.org/parameters/1209
the Mentawai (Pagai & Sipora) list (no date)	1358	akoe le	NA	ik zelf	I myself	saya sendiri	-	858	961	FALSE												I	1209	https://concepticon.clld.org/parameters/1209
the Mentawai (Pagai & Sipora) list (no date)	1359	ekeoe	NA	gij (enk.) <jij>	you (sing.)	kamu, engkau	838	854	962	TRUE	thou											THOU	1215	https://concepticon.clld.org/parameters/1215
the Mentawai (Pagai & Sipora) list (no date)	1359	kam	NA	gij (enk.) <jij>	you (sing.)	kamu, engkau	838	854	962	TRUE	thou											THOU	1215	https://concepticon.clld.org/parameters/1215
the Mentawai (Pagai & Sipora) list (no date)	1362	kam	NA	gijlieden	you	kamu sekalian	844	859	966	FALSE												YOU	1213	https://concepticon.clld.org/parameters/1213
the Mentawai (Pagai & Sipora) list (no date)	1363	nia	NA	hij	he	ia, kata ganti orang ke III tunggal (laki-laki)	839	855	963	TRUE												HE	1211	https://concepticon.clld.org/parameters/1211
the Mentawai (Pagai & Sipora) list (no date)	1365	sita	NA	wij (met insluiting der toegesproken persoon)	we (inclusive)	kita (kata ganti orang ke II jamak)	840	856	964	TRUE	we (incl.)											WE (INCLUSIVE)	1131	https://concepticon.clld.org/parameters/1131
the Mentawai (Pagai & Sipora) list (no date)	1366	kai	NA	wij (met uitsluiting der toegesproken persoon)	we (exclusive)	kami (kata ganti orang ke II jamak)	841	857	965	TRUE	we (excl.)											WE (EXCLUSIVE)	1130	https://concepticon.clld.org/parameters/1130
the Mentawai (Pagai & Sipora) list (no date)	1364/1367/1368	sia	NA	zij <unsp.>	they	mereka	845	860	-	FALSE												THEY	817	https://concepticon.clld.org/parameters/817
the Mentawai (Pagai & Sipora) list (no date)	1369/1370	bakatkoe - sita	58	mijn <unsp.>	mine	kata ganti empunya orang ke I	846	861	-	FALSE			bakatkoe - sita				bakat = 'possession'					MY	2090	https://concepticon.clld.org/parameters/2090
the Mentawai (Pagai & Sipora) list (no date)	1369/1370	sibakat nia	58	mijn <unsp.>	mine	kata ganti empunya orang ke I	846	861	-	FALSE			sibakat nia				bakat = 'possession'					MY	2090	https://concepticon.clld.org/parameters/2090
the Mentawai (Pagai & Sipora) list (no date)	1369/1370	kai sibakat nia	58	mijn <unsp.>	mine	kata ganti empunya orang ke I	846	861	-	FALSE			kai sibakat nia				bakat = 'possession'					MY	2090	https://concepticon.clld.org/parameters/2090
the Mentawai (Pagai & Sipora) list (no date)	1373/1374	bakatnoe	NA	uw <unsp.>	your	kata ganti empunya orang ke II	847	862	970	FALSE												YOUR (SINGULAR)	732	https://concepticon.clld.org/parameters/732
the Mentawai (Pagai & Sipora) list (no date)	1373/1374	kam sibakat nia	NA	uw <unsp.>	your	kata ganti empunya orang ke II	847	862	970	FALSE												YOUR (SINGULAR)	732	https://concepticon.clld.org/parameters/732
the Mentawai (Pagai & Sipora) list (no date)	1375/1376	lalep ra	NA	hun <unsp.>	their	kata ganti empunya orang ke III jamak	848	863	971	FALSE												THEIR	2400	https://concepticon.clld.org/parameters/2400
the Mentawai (Pagai & Sipora) list (no date)	1378	lalep nia	NA	zijn	his	kata ganti empunya orang ke III tunggal (laki-laki)	849	864	972	FALSE												HIS (GENITIVE OF HE)	2473	https://concepticon.clld.org/parameters/2473
the Mentawai (Pagai & Sipora) list (no date)	1379	kasei	NA	wie	who?	siapa	850	865	973	TRUE	who											WHO	1235	https://concepticon.clld.org/parameters/1235
the Mentawai (Pagai & Sipora) list (no date)	1380	apa	NA	wat	what?	apa	851	866	974	TRUE	what											WHAT	1236	https://concepticon.clld.org/parameters/1236
the Mentawai (Pagai & Sipora) list (no date)	1382	apa	NA	welke	which?	mana, (yang) mana	852	867	-	FALSE												WHICH	727	https://concepticon.clld.org/parameters/727
the Mentawai (Pagai & Sipora) list (no date)	1383	neˈneˈ	NA	deze	this	ini	853	868	976	TRUE												THIS	1214	https://concepticon.clld.org/parameters/1214
the Mentawai (Pagai & Sipora) list (no date)	1385/1386	nedaˈ	NA	die <unsp.>	that	itu	854	869	-	FALSE												THAT	78	https://concepticon.clld.org/parameters/78
the Mentawai (Pagai & Sipora) list (no date)	1388	kasene	NA	hier	here	di sini	855	870	979	TRUE												HERE	136	https://concepticon.clld.org/parameters/136
the Mentawai (Pagai & Sipora) list (no date)	1389	kaseda'	NA	daar (bij U)	there (near hearer)	di situ (di sebelah pendengar)	856	871	980	FALSE												THERE	1937	https://concepticon.clld.org/parameters/1937
the Mentawai (Pagai & Sipora) list (no date)	1394	gogoi	NA	dag (en tijden van dag)	day	hari	781	805	983	TRUE												DAY (24 HOURS)	1260	https://concepticon.clld.org/parameters/1260
the Mentawai (Pagai & Sipora) list (no date)	1398	pato	NA	licht	light	sinar	292	294	985	FALSE												LIGHT (RADIATION)	630	https://concepticon.clld.org/parameters/630
the Mentawai (Pagai & Sipora) list (no date)	1402	saino	NA	nacht (en tijden van nacht)	night (time of the night)	malam	787	808	-	TRUE	night											NIGHT	1233	https://concepticon.clld.org/parameters/1233
the Mentawai (Pagai & Sipora) list (no date)	1406	roera	NA	jaar	year	tahun	785	807	990	TRUE												YEAR	1226	https://concepticon.clld.org/parameters/1226
the Mentawai (Pagai & Sipora) list (no date)	1408	kineneîget	NA	nu	now	sekarang	790	810	991	FALSE												NOW	1376	https://concepticon.clld.org/parameters/1376
the Mentawai (Pagai & Sipora) list (no date)	1409	lepageti	NA	straks	shortly	sebentar lagi	791	811	992	FALSE												SOON	703	https://concepticon.clld.org/parameters/703
the Mentawai (Pagai & Sipora) list (no date)	1411	siaole	NA	vroeger	formerly	tempo hari	793	812	993	FALSE												ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914
the Mentawai (Pagai & Sipora) list (no date)	1412/1413	kamata	NA	voor <unsp.>	before	sebelum	794	813	-	FALSE												BEFORE	1882	https://concepticon.clld.org/parameters/1882
the Mentawai (Pagai & Sipora) list (no date)	1416	silepa	NA	zoe_ven	a moment ago	tadi	797	815	995	FALSE												ONCE (IN THE PAST)	2914	https://concepticon.clld.org/parameters/2914
the Mentawai (Pagai & Sipora) list (no date)	1418	sokat	NA	gisteren	yesterday	kemarin	798	816	997	FALSE												YESTERDAY	1174	https://concepticon.clld.org/parameters/1174
the Mentawai (Pagai & Sipora) list (no date)	1419	sokat mintsa	NA	eergisteren	the day before yesterday	kemarin dulu	799	817	998	FALSE												DAY BEFORE YESTERDAY	1180	https://concepticon.clld.org/parameters/1180
the Mentawai (Pagai & Sipora) list (no date)	1420	kineneîget	NA	vandaag	today	hari ini	800	818	999	FALSE												TODAY	1283	https://concepticon.clld.org/parameters/1283
the Mentawai (Pagai & Sipora) list (no date)	1422	matsep	NA	morgen	tomorrow	besok	801	819	1001	FALSE												TOMORROW	1329	https://concepticon.clld.org/parameters/1329
the Mentawai (Pagai & Sipora) list (no date)	1423	matsep mintsa	NA	overmorgen	the day after tomorrow	lusa	802	820	1002	FALSE												DAY AFTER TOMORROW	1179	https://concepticon.clld.org/parameters/1179
the Mentawai (Pagai & Sipora) list (no date)	1426	kau ioi , kau ta'ioi	59	nu en dan	now and then, occasionally	kadang-kadang	803	821	1005	FALSE			kau ioi , kau ta'ioi	one time he comes , another time he doesn't come								SOMETIMES	1544	https://concepticon.clld.org/parameters/1544
the Mentawai (Pagai & Sipora) list (no date)	1427	piga moi	NA	wanneer	when	kapan, bilamana	835	851	1006	TRUE												WHEN	1238	https://concepticon.clld.org/parameters/1238
the Mentawai (Pagai & Sipora) list (no date)	1428	paˈan	NA	reeds	already	sudah	805	823	1007	FALSE												ALREADY	2576	https://concepticon.clld.org/parameters/2576
the Mentawai (Pagai & Sipora) list (no date)	1429	tapeî	NA	nog niet	not yet	belum	806	824	1008	FALSE												YET	2577	https://concepticon.clld.org/parameters/2577
the Mentawai (Pagai & Sipora) list (no date)	1431	bare	NA	noord	north	utara	807	825	1010	FALSE												NORTH	1598	https://concepticon.clld.org/parameters/1598
the Mentawai (Pagai & Sipora) list (no date)	1432	sika͡ola	NA	zuid	south	selatan	808	826	1011	FALSE												SOUTH	1595	https://concepticon.clld.org/parameters/1595
the Mentawai (Pagai & Sipora) list (no date)	1433	kabelajat soeloe	NA	oost	east	timur	809	827	1012	FALSE												EAST	1877	https://concepticon.clld.org/parameters/1877
the Mentawai (Pagai & Sipora) list (no date)	1434	kabelakat soeloe	NA	west	west	barat	810	828	1013	FALSE												WEST	1817	https://concepticon.clld.org/parameters/1817
the Mentawai (Pagai & Sipora) list (no date)	1435	sikatsiu	NA	links	left	kiri	775	801	1014	TRUE	left (side)											LEFT	244	https://concepticon.clld.org/parameters/244
the Mentawai (Pagai & Sipora) list (no date)	1436	sikatoet	NA	rechts	right	kanan	776	802	1015	TRUE	right (side)											RIGHT	1019	https://concepticon.clld.org/parameters/1019
the Mentawai (Pagai & Sipora) list (no date)	1437	kapata	NA	boven, op	up, upper, above	di atas	811	829	1016	FALSE												UP OR ABOVE	2379	https://concepticon.clld.org/parameters/2379
the Mentawai (Pagai & Sipora) list (no date)	1439	sibara kapata	NA	van boven	from above	dari atas	812	830	1018	FALSE												ABOVE	1741	https://concepticon.clld.org/parameters/1741
the Mentawai (Pagai & Sipora) list (no date)	1440	kalalep	NA	onder	under	di bawah	813	831	1019	FALSE												BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485
the Mentawai (Pagai & Sipora) list (no date)	1441	sibara kalalep	NA	van onderen	from underneath	dari bawah	814	832	1020	FALSE												BELOW OR UNDER	1485	https://concepticon.clld.org/parameters/1485
the Mentawai (Pagai & Sipora) list (no date)	1442/1443	bara nangan sene pakaili kaseda	60	van-tot <unsp.>			804	822	1021	FALSE			bara nangan sene pakaili kaseda	from here to there								NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1442/1443	kasene teret kaseda	60	van-tot <unsp.>			804	822	1021	FALSE			kasene teret kaseda	from here to there (better?)								NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1445	malêgere	NA	bij	at	di, pada	816	833	1022	TRUE												AT	1461	https://concepticon.clld.org/parameters/1461
the Mentawai (Pagai & Sipora) list (no date)	1446	sibara	NA	van	from	dari	817	834	-	FALSE												FROM	693	https://concepticon.clld.org/parameters/693
the Mentawai (Pagai & Sipora) list (no date)	1447	teret	61	tot	until	hingga	818	835	-	FALSE			teteret nia	up to that point								UNTIL	2753	https://concepticon.clld.org/parameters/2753
the Mentawai (Pagai & Sipora) list (no date)	1447	teret	61	tot	until	hingga	818	835	-	FALSE			papara nia	also 'up to that point'								UNTIL	2753	https://concepticon.clld.org/parameters/2753
the Mentawai (Pagai & Sipora) list (no date)	1448	ka	NA	te	at, in	di	819	836	1022	TRUE	at											AT	1461	https://concepticon.clld.org/parameters/1461
the Mentawai (Pagai & Sipora) list (no date)	1449	kasia	NA	aan	on	di	820	837	1022	FALSE												AT	1461	https://concepticon.clld.org/parameters/1461
the Mentawai (Pagai & Sipora) list (no date)	1450	kabaga	NA	in	in, inside	di (dalam)	821	838	1022	TRUE	in											INSIDE	1606	https://concepticon.clld.org/parameters/1606
the Mentawai (Pagai & Sipora) list (no date)	1451	kabelajat	NA	uit	out, outside	luar, (di) luar	822	839	-	FALSE												OUTSIDE	762	https://concepticon.clld.org/parameters/762
the Mentawai (Pagai & Sipora) list (no date)	1452	malêgere	NA	nabij	nearby	di dekat, di	774	800	1023	TRUE	near											NEAR	1942	https://concepticon.clld.org/parameters/1942
the Mentawai (Pagai & Sipora) list (no date)	1453	areoe	NA	veraf	far	jauh	777	803	1024	TRUE												FAR	1406	https://concepticon.clld.org/parameters/1406
the Mentawai (Pagai & Sipora) list (no date)	1454	masiboˈkoˈ	NA	rondom	around, surrounding	se-kellling	778	804	1025	FALSE												NA	NA	https://concepticon.clld.org/parameters/NA
the Mentawai (Pagai & Sipora) list (no date)	1460	kaipa	NA	waar	where	di mana	834	850	1030	TRUE												WHERE	1237	https://concepticon.clld.org/parameters/1237
the Mentawai (Pagai & Sipora) list (no date)	1461	kipangan	NA	hoe	how	bagaimana	824	841	1031	TRUE												HOW	1239	https://concepticon.clld.org/parameters/1239
the Mentawai (Pagai & Sipora) list (no date)	1462	kisê	NA	zo	like this, like that	begini, begitu	796	814	-	FALSE												SIMILAR	1558	https://concepticon.clld.org/parameters/1558
the Mentawai (Pagai & Sipora) list (no date)	1465	angoi	NA	waarom	why	mengapa	836	852	1034	FALSE												WHY	1270	https://concepticon.clld.org/parameters/1270
the Mentawai (Pagai & Sipora) list (no date)	1466	boelat nia	NA	zeker	certainly, sure	pasti	857	872	-	FALSE												CERTAIN	509	https://concepticon.clld.org/parameters/509
the Mentawai (Pagai & Sipora) list (no date)	1467	pa	NA	misschien	maybe	barangkali	858	873	1035	FALSE												PERHAPS	2278	https://concepticon.clld.org/parameters/2278
the Mentawai (Pagai & Sipora) list (no date)	1469	saba	NA	en	and	dan	859	874	1037	TRUE												AND	1577	https://concepticon.clld.org/parameters/1577
the Mentawai (Pagai & Sipora) list (no date)	1470	saba	NA	met	with	dengan	860	875	1038	TRUE												WITH	1340	https://concepticon.clld.org/parameters/1340
the Mentawai (Pagai & Sipora) list (no date)	1471	ta'	NA	neen	no	tidak	861	876	1039	FALSE												NO	1269	https://concepticon.clld.org/parameters/1269
the Mentawai (Pagai & Sipora) list (no date)	1472	o'o	NA	ja	yes	ya	862	877	1040	FALSE												YES	1268	https://concepticon.clld.org/parameters/1268
the Mentawai (Pagai & Sipora) list (no date)	1473-1475	ta'	NA	niet <unsp.>	not	tidak, bukan, jangan	863	878	1041	FALSE												NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
the Mentawai (Pagai & Sipora) list (no date)	1477	sarat	NA	slechts	only	hanya	865	880	1042	FALSE												ONLY	1580	https://concepticon.clld.org/parameters/1580
the Mentawai (Pagai & Sipora) list (no date)	1477	le	NA	slechts	only	hanya	865	880	1042	FALSE												ONLY	1580	https://concepticon.clld.org/parameters/1580
the Mentawai (Pagai & Sipora) list (no date)	1478	ai le goiso	62	bijna	almost	hampir	867	882	1043	FALSE				= still a bit <left>								ALMOST	4046	https://concepticon.clld.org/parameters/4046
the Mentawai (Pagai & Sipora) list (no date)	1479	tapoi	NA	maar	but	tetapi	866	881	-	FALSE												BUT	3843	https://concepticon.clld.org/parameters/3843
the Mentawai (Pagai & Sipora) list (no date)	1486	ta' anai	NA	geen	no, not a, none	tidak, tidak ada, bukan	831	848	-	FALSE												NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
the Mentawai (Pagai & Sipora) list (no date)	1522	Pigomoi toeoeremi geti mone neˈneˈ?	NA	wanneer worden deze velden beplant?	when will these fields be planted?	kapan tanah ini akan ditanami?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1523	Bara leoe toeoeripmake kanione neˈneˈ?	NA	wordt er rijst geplant op die velden?	will rice be planted in these fields?	apakah padi yang akan ditanam di tanah itu?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1524	Kasedda bai igit sakînia taˈmoi koeake	NA	zoveel wil ik niet betaalmiddel	I do not want to pay so much	saya tidak mau membayar sebanyak itu	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1525	Oebe le koeake sakînia	NA	ik geef tabak als betalen	I shall pay in tobacco	saya memberikan tembakau sebagai alat penukar	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1526	Sakiake ka toeboe mai bibilet neda	NA	verkoop ons die goederen	sell us these goods	juallah barang ini kepada kami	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1527	Rasaki katoeboe mai senet mata bibilet	NA	zij kopen van ons allerlei zaken	they buy all sorts of things from us	mereka membeli dari kami bermacam-macam barang	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1527	Maiginga mata bibilet arasaki ka toeboe mai	NA	zij kopen van ons allerlei zaken	they buy all sorts of things from us	mereka membeli dari kami bermacam-macam barang	NA	NA	NA	NA	NA	NA										NA	NA	NA
